pos,corr_resp,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,fixation.started,line1.started,line2.started,line3.started,line4.started,fixation.stopped,probe.started,key_resp.started,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,
-50,x,,,,,2,0,8,0,726.234429084001,727.2285301250013,727.2285301250013,727.2285301250013,727.2285301250013,727.2285301250013,728.2267464590004,728.2267464590004,x,1,0.7662962499998685,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,2,1,9,1,729.0010855,729.9953262920026,729.9953262920026,729.9953262920026,729.9953262920026,729.9953262920026,730.9928412920017,730.9928412920017,v,1,0.7243487910018303,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,2,2,10,1,731.7243126249996,732.713234875002,732.713234875002,732.713234875002,732.713234875002,732.7219104169999,733.7095357920007,733.7095357920007,v,1,0.9581518749982934,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,2,3,11,2,734.6752101250022,735.6625734170011,735.6625734170011,735.6625734170011,735.6625734170011,735.6717822090031,736.6596308340013,736.6596308340013,c,1,0.9082245829995372,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,3,0,12,1,737.575401625003,738.5627553750019,738.5627553750019,738.5627553750019,738.5627553750019,738.5715012090004,739.5600467090007,739.5600467090007,v,1,0.8763254170007713,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,3,1,13,1,740.4430504170014,741.4515705420017,741.4515705420017,741.4515705420017,741.4515705420017,741.4515705420017,742.4336783750005,742.4336783750005,v,1,0.5508865420015354,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,3,2,14,2,742.9921579170004,743.9803890420008,743.9803890420008,743.9803890420008,743.9803890420008,743.9900158750024,744.9763149589999,744.9763149589999,c,1,0.6343904999994265,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,3,3,15,3,745.6174756670007,746.6120489170025,746.6120489170025,746.6120489170025,746.6120489170025,746.6120489170025,747.6097644170004,747.6097644170004,z,1,0.7679022080010327,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,4,0,16,2,748.3845123339997,749.3778943340003,749.3778943340003,749.3778943340003,749.3778943340003,749.3778943340003,750.376739542,750.376739542,c,1,0.5508573750012147,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,4,1,17,1,750.9339810840029,751.9287337919995,751.9287337919995,751.9287337919995,751.9287337919995,751.9287337919995,752.9264728340022,752.9264728340022,v,1,0.6011152079991007,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,4,2,18,3,753.5340396250031,754.530096292001,754.530096292001,754.530096292001,754.530096292001,754.530096292001,755.526609667002,755.526609667002,z,1,0.9841982500001905,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,4,3,19,1,756.5176969170025,757.5122411670018,757.5122411670018,757.5122411670018,757.5122411670018,757.5122411670018,758.5102268750015,758.5102268750015,v,1,0.5746635830000741,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,5,0,20,2,759.0924234170016,760.0799115000009,760.0799115000009,760.0799115000009,760.0799115000009,760.0887514170026,761.0839823340029,761.0839823340029,c,1,0.751949292000063,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,5,1,21,2,761.8421015000022,762.8519502090021,762.8519502090021,762.8519502090021,762.8519502090021,762.8519502090021,763.8341427090018,763.8341427090018,c,1,0.8191539580002427,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,5,2,22,1,764.660202250001,765.6538664170002,765.6538664170002,765.6538664170002,765.6538664170002,765.6687260840008,766.6507285420012,766.6507285420012,v,1,0.543668375001289,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,5,3,23,1,767.2012537500013,768.1963666670017,768.1963666670017,768.1963666670017,768.1963666670017,768.1963666670017,769.1934710839996,769.1934710839996,v,1,0.5429982080022455,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,6,0,24,0,769.7432212500025,770.7370177090015,770.7370177090015,770.7370177090015,770.7370177090015,770.7523347919996,771.7346573340001,771.7346573340001,x,1,0.6182855410006596,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,6,1,25,2,772.3593937090009,773.3520519170015,773.3520519170015,773.3520519170015,773.3520519170015,773.3520519170015,774.3508935000027,774.3508935000027,c,1,0.6429876660004084,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,6,2,26,2,775.0017715419999,775.9971073340021,775.9971073340021,775.9971073340021,775.9971073340021,775.9971073340021,776.9935761250017,776.9935761250017,c,1,0.5838315839973802,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,6,3,27,0,777.5842173340025,778.5789528340028,778.5789528340028,778.5789528340028,778.5789528340028,778.5789528340028,779.5769402090009,779.5769402090009,x,1,0.6505140000008396,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,7,0,28,2,780.2351551669999,781.2294221250013,781.2294221250013,781.2294221250013,781.2294221250013,781.2294221250013,782.2272432090031,782.2272432090031,c,1,0.6166813330019068,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,7,1,29,2,782.8518938750021,783.8462453339998,783.8462453339998,783.8462453339998,783.8462453339998,783.8462453339998,784.8436914170015,784.8436914170015,c,1,0.6009567500004778,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,7,2,30,1,785.4514127090006,786.4464845000002,786.4464845000002,786.4464845000002,786.4464845000002,786.4464845000002,787.4436147920023,787.4436147920023,v,1,0.5427348330013047,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,7,3,31,2,787.9926388340027,788.9855951250029,788.9855951250029,788.9855951250029,788.9855951250029,788.9855951250029,789.9853030000013,789.9853030000013,c,1,0.3758585830000811,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,8,0,32,2,790.3677299590017,791.3623391250003,791.3623391250003,791.3623391250003,791.3623391250003,791.3623391250003,792.3604215000014,792.3604215000014,c,1,0.7840748749986233,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,8,1,33,0,793.1512069170021,794.1466438750031,794.1466438750031,794.1466438750031,794.1466438750031,794.1466438750031,795.1437587500004,795.1437587500004,x,1,0.5585457079978369,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,8,2,34,1,795.7100385840022,796.6985745840029,796.6985745840029,796.6985745840029,796.6985745840029,796.7075844589999,797.7012957920015,797.7012957920015,v,1,0.6019369999994524,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,8,3,35,0,798.3100087500025,799.3028861250023,799.3028861250023,799.3028861250023,799.3028861250023,799.3125085840002,800.3018692090009,800.3018692090009,x,1,0.6095180830016034,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,9,0,36,3,800.918070959,801.9141365840005,801.9141365840005,801.9141365840005,801.9141365840005,801.9141365840005,802.9105249170025,802.9105249170025,z,1,0.6007032079978671,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,9,1,37,3,803.5181387090015,804.513209292003,804.513209292003,804.513209292003,804.513209292003,804.513209292003,805.5106089590008,805.5106089590008,z,1,0.9583444170020812,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,9,2,38,3,806.4764544999998,807.4639655419996,807.4639655419996,807.4639655419996,807.4639655419996,807.4727359589997,808.4606241670008,808.4606241670008,z,1,0.6675942080000823,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,9,3,39,0,809.135599792,810.1297245420028,810.1297245420028,810.1297245420028,810.1297245420028,810.1297245420028,811.1277732500021,811.1277732500021,x,1,0.47405854200042086,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,10,0,40,3,811.6090060839997,812.5973751250021,812.5973751250021,812.5973751250021,812.5973751250021,812.6060864170031,813.594048959003,813.594048959003,z,1,0.7248008329988807,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,10,1,41,3,814.3263605419997,815.3361506250003,815.3361506250003,815.3361506250003,815.3361506250003,815.3361506250003,816.318875625002,816.318875625002,z,1,0.7090029580031114,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,10,2,42,2,817.0358507920027,818.0294365420013,818.0294365420013,818.0294365420013,818.0294365420013,818.0294365420013,819.0274372090025,819.0274372090025,c,1,2.0505825000000186,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,10,3,43,3,821.0857349170001,822.0800930840014,822.0800930840014,822.0800930840014,822.0800930840014,822.0800930840014,823.077932250002,823.077932250002,z,1,0.9415102499988279,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,11,0,44,2,824.0269650000009,825.0142255419996,825.0142255419996,825.0142255419996,825.0142255419996,825.0229329590002,826.0185704169999,826.0185704169999,c,1,0.9599353329977021,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,11,1,45,0,826.9858029589996,827.9802908750025,827.9802908750025,827.9802908750025,827.9802908750025,827.9802908750025,828.9776263750027,828.9776263750027,x,1,0.7262084590001905,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,11,2,46,2,829.7101191250003,830.702421500002,830.702421500002,830.702421500002,830.702421500002,830.702421500002,831.7016112500023,831.7016112500023,c,1,0.6437674999979208,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,11,3,47,0,832.3522931670013,833.3464299590014,833.3464299590014,833.3464299590014,833.3464299590014,833.3464299590014,834.3443991250024,834.3443991250024,x,1,0.8676452079998853,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,12,0,48,3,835.2187124170014,836.2148730840017,836.2148730840017,836.2148730840017,836.2148730840017,836.2148730840017,837.211053209001,837.211053209001,z,1,0.834492500001943,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,12,1,49,0,838.0524765000009,839.0480399590015,839.0480399590015,839.0480399590015,839.0480399590015,839.0480399590015,840.0443573340017,840.0443573340017,x,1,0.8676697500013688,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,12,2,50,2,840.9189515420003,841.913192875003,841.913192875003,841.913192875003,841.913192875003,841.913192875003,842.9110807090001,842.9110807090001,c,1,1.5434206669997366,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,12,3,51,3,844.4612702500017,845.4548831669999,845.4548831669999,845.4548831669999,845.4548831669999,845.4700807090012,846.451912792003,846.451912792003,z,1,1.043543250001676,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,13,0,52,2,847.5021975420022,848.4971616670009,848.4971616670009,848.4971616670009,848.4971616670009,848.4971616670009,849.4945033750009,849.4945033750009,c,1,0.8674826250025944,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,13,1,53,0,850.3687955420028,851.3639271250031,851.3639271250031,851.3639271250031,851.3639271250031,851.3639271250031,852.3612755000031,852.3612755000031,x,1,0.8504114579991437,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,13,2,54,3,853.219511542,854.2140780840018,854.2140780840018,854.2140780840018,854.2140780840018,854.2140780840018,855.2113917090028,855.2113917090028,z,1,0.9585934590031684,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,13,3,55,2,856.1773615420025,857.1646302090012,857.1646302090012,857.1646302090012,857.1646302090012,857.1733755000023,858.1688117090016,858.1688117090016,c,1,1.143416167000396,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,14,0,56,2,859.3191426670019,860.3133882500006,860.3133882500006,860.3133882500006,860.3133882500006,860.3133882500006,861.3120106250026,861.3120106250026,c,1,1.2425716660000035,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,14,1,57,0,862.5611760000029,863.5532175840017,863.5532175840017,863.5532175840017,863.5532175840017,863.5532175840017,864.5525447500004,864.5525447500004,x,1,0.45191833400167525,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,14,2,58,3,865.0111637500013,866.0199579170003,866.0199579170003,866.0199579170003,866.0199579170003,866.0370688340008,867.002292125002,867.002292125002,z,1,0.6597531250008615,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,14,3,59,0,867.6695694170012,868.6652245000005,868.6652245000005,868.6652245000005,868.6652245000005,868.6652245000005,869.6617292090014,869.6617292090014,x,1,1.6928718749986729,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,15,0,60,0,871.3608401250021,872.3540182090001,872.3540182090001,872.3540182090001,872.3540182090001,872.3540182090001,873.3524137920031,873.3524137920031,x,1,0.4436705840016657,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,15,1,61,2,873.8026694590008,874.7973767090007,874.7973767090007,874.7973767090007,874.7973767090007,874.7973767090007,875.794972417003,875.794972417003,c,1,0.6503369169986399,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,15,2,62,1,876.4532478340006,877.4476870840008,877.4476870840008,877.4476870840008,877.4476870840008,877.4476870840008,878.4450179590021,878.4450179590021,v,1,0.849965165998583,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,15,3,63,1,879.3031062920018,880.2972835420005,880.2972835420005,880.2972835420005,880.2972835420005,880.2972835420005,881.2953619170003,881.2953619170003,v,1,0.6342970000005153,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,16,0,64,3,881.9361940420022,882.9305047920025,882.9305047920025,882.9305047920025,882.9305047920025,882.9305047920025,883.9283081249996,883.9283081249996,z,1,0.7747062090020336,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,16,1,65,1,884.7103126250004,885.6985518750007,885.6985518750007,885.6985518750007,885.6985518750007,885.7078413750023,886.695116875002,886.695116875002,v,1,0.6009437499997148,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,16,2,66,1,887.3034768750003,888.2971202090012,888.2971202090012,888.2971202090012,888.2971202090012,888.2971202090012,889.2951864590032,889.2951864590032,v,1,0.560003874998074,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,16,3,67,0,889.8620823340025,890.8556333750021,890.8556333750021,890.8556333750021,890.8556333750021,890.8708155000022,891.8526527920003,891.8526527920003,x,1,0.7095746669983782,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,17,0,68,3,892.5693505420022,893.564577125002,893.564577125002,893.564577125002,893.564577125002,893.564577125002,894.5614644590023,894.5614644590023,z,1,0.543698042001779,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,17,1,69,2,895.1112443340025,896.1039928749997,896.1039928749997,896.1039928749997,896.1039928749997,896.1039928749997,897.1029135839999,897.1029135839999,c,1,0.9521223330011708,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,17,2,70,1,898.0617999170026,899.0541612920024,899.0541612920024,899.0541612920024,899.0541612920024,899.0541612920024,900.0531318339999,900.0531318339999,v,1,0.6522855000002892,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,17,3,71,1,900.711517959,901.7045819170016,901.7045819170016,901.7045819170016,901.7045819170016,901.7141986670031,902.7028097090006,902.7028097090006,v,1,0.583806958002242,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,18,0,72,1,903.294120417002,904.2820666250009,904.2820666250009,904.2820666250009,904.2820666250009,904.2907814999999,905.2790912090022,905.2790912090022,v,1,0.559362832998886,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,18,1,73,2,905.8447090840018,906.8371032920004,906.8371032920004,906.8371032920004,906.8371032920004,906.8371032920004,907.8362260000031,907.8362260000031,c,1,0.7344678749977902,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,18,2,74,1,908.5781364590002,909.5655626670014,909.5655626670014,909.5655626670014,909.5655626670014,909.5743712920012,910.5694452090029,910.5694452090029,v,1,0.47664725000140606,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,18,3,75,1,911.0530605840031,912.0468197090013,912.0468197090013,912.0468197090013,912.0468197090013,912.0468197090013,913.0455887919998,913.0455887919998,v,1,0.6920481660017685,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,19,0,76,3,913.74499775,914.7330502920013,914.7330502920013,914.7330502920013,914.7330502920013,914.7424429170023,915.7363429590005,915.7363429590005,z,1,0.818987875001767,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,19,1,77,0,916.5616543340002,917.5536829170014,917.5536829170014,917.5536829170014,917.5536829170014,917.5536829170014,918.5534090420006,918.5534090420006,x,1,0.4599569589991006,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,19,2,78,2,919.0201992500006,920.0148849590005,920.0148849590005,920.0148849590005,920.0148849590005,920.0148849590005,921.0116296670021,921.0116296670021,c,1,1.101262708001741,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,19,3,79,3,922.119569167,923.1143602500015,923.1143602500015,923.1143602500015,923.1143602500015,923.1143602500015,924.1124083340001,924.1124083340001,z,1,0.6506851670019387,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,20,0,80,3,924.7706754589999,925.7657553749996,925.7657553749996,925.7657553749996,925.7657553749996,925.7657553749996,926.7624045000011,926.7624045000011,z,1,1.6176655829985975,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,20,1,81,0,928.3867372090026,929.3812982500021,929.3812982500021,929.3812982500021,929.3812982500021,929.3812982500021,930.3791614590009,930.3791614590009,x,1,0.701534708001418,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,20,2,82,3,931.0869697920025,932.0814695840018,932.0814695840018,932.0814695840018,932.0814695840018,932.0814695840018,933.0791474170001,933.0791474170001,z,1,0.7763554580014898,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,20,3,83,0,933.8622541670011,934.8709947090028,934.8709947090028,934.8709947090028,934.8709947090028,934.8880654170025,935.8536635420023,935.8536635420023,x,1,0.5928002090004156,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,21,0,84,2,936.4540501250012,937.4485656249999,937.4485656249999,937.4485656249999,937.4485656249999,937.4485656249999,938.4460351670023,938.4460351670023,c,1,0.6246428750018822,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,21,1,85,0,939.0779721250001,940.0706441670009,940.0706441670009,940.0706441670009,940.0706441670009,940.0706441670009,941.070108750002,941.070108750002,x,1,0.8857577499984473,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,21,2,86,3,941.9627814590021,942.9711203750012,942.9711203750012,942.9711203750012,942.9711203750012,942.9882147919998,943.953248875001,943.953248875001,z,1,0.5268153750002966,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,21,3,87,1,944.4869310419999,945.4814994590015,945.4814994590015,945.4814994590015,945.4814994590015,945.4814994590015,946.4792857920002,946.4792857920002,v,1,0.5508565829986765,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,22,0,88,0,947.0377828340024,948.0317995840014,948.0317995840014,948.0317995840014,948.0317995840014,948.0317995840014,949.0300569589999,949.0300569589999,x,1,0.616013708000537,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,22,1,89,0,949.6543020839999,950.6489473340007,950.6489473340007,950.6489473340007,950.6489473340007,950.6489473340007,951.6461710000003,951.6461710000003,x,1,0.5261840840030345,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,22,2,90,0,952.1791053340021,953.1881569590005,953.1881569590005,953.1881569590005,953.1881569590005,953.1881569590005,954.1711852090011,954.1711852090011,x,1,0.9348904159996891,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,22,3,91,3,955.112938000002,956.1048019590016,956.1048019590016,956.1048019590016,956.1048019590016,956.1144412089998,957.1034911670031,957.1034911670031,z,1,0.6766159170001629,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,23,0,92,3,957.7869496250023,958.7822157500013,958.7822157500013,958.7822157500013,958.7822157500013,958.7822157500013,959.7802559170013,959.7802559170013,z,1,0.7499648750017514,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,23,1,93,3,960.5376280000019,961.5323302920006,961.5323302920006,961.5323302920006,961.5323302920006,961.5323302920006,962.5297727090001,962.5297727090001,z,1,0.5083690840001509,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,23,2,94,0,963.0454958750015,964.0330552500018,964.0330552500018,964.0330552500018,964.0330552500018,964.0417662920008,965.0368294590007,965.0368294590007,x,1,0.7106387089988857,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,23,3,95,1,965.7542626670001,966.7489044590002,966.7489044590002,966.7489044590002,966.7489044590002,966.7489044590002,967.7463410840028,967.7463410840028,v,1,0.6174937920004595,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,24,0,96,3,968.3704398750015,969.3656420000007,969.3656420000007,969.3656420000007,969.3656420000007,969.3656420000007,970.3630330840024,970.3630330840024,z,1,0.7174783749978815,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,24,1,97,3,971.0880971670013,972.0833472090017,972.0833472090017,972.0833472090017,972.0833472090017,972.0833472090017,973.0807046670016,973.0807046670016,z,1,0.7923322079986974,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,24,2,98,2,973.8799030840019,974.8732977090003,974.8732977090003,974.8732977090003,974.8732977090003,974.8886332500006,975.8705560000017,975.8705560000017,c,1,1.6192064999995637,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,24,3,99,0,977.4965644170006,978.5049456670022,978.5049456670022,978.5049456670022,978.5049456670022,978.522035375001,979.487279334,979.487279334,x,1,0.45986762499887845,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,25,0,100,1,979.9546383750021,980.9484410840014,980.9484410840014,980.9484410840014,980.9484410840014,980.9484410840014,981.9465563340018,981.9465563340018,v,1,0.6253479170009086,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,25,1,101,2,982.5789797920006,983.567062584003,983.567062584003,983.567062584003,983.567062584003,983.5759673339999,984.5707853750027,984.5707853750027,c,1,0.5932224159987527,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
50,c,,,,,25,2,102,2,985.1705222500023,986.1651664590026,986.1651664590026,986.1651664590026,986.1651664590026,986.1651664590026,987.1631236249996,987.1631236249996,c,1,0.5844925829987915,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,25,3,103,3,987.7545879999998,988.7498233340011,988.7498233340011,988.7498233340011,988.7498233340011,988.7498233340011,989.7464721670003,989.7464721670003,z,1,0.5598684169999615,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,26,0,104,0,990.3123668340013,991.3043948750019,991.3043948750019,991.3043948750019,991.3043948750019,991.3043948750019,992.3049903749998,992.3049903749998,x,1,0.3926361250014452,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
150,v,,,,,26,1,105,1,992.7041037500021,993.7004722500023,993.7004722500023,993.7004722500023,993.7004722500023,993.7004722500023,994.6967184170026,994.6967184170026,v,1,0.7099892500009446,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,26,2,106,3,995.4130977920031,996.4061113340031,996.4061113340031,996.4061113340031,996.4061113340031,996.4061113340031,997.4044322500013,997.4044322500013,z,1,0.5426465419986926,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,26,3,107,3,997.9550880839997,998.9493800420023,998.9493800420023,998.9493800420023,998.9493800420023,998.9493800420023,999.9470178340016,999.9470178340016,z,1,0.5168060409996542,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-150,z,,,,,27,0,108,3,1000.4715882500022,1001.4656218340024,1001.4656218340024,1001.4656218340024,1001.4656218340024,1001.4656218340024,1002.4635347920012,1002.4635347920012,z,1,0.7177085410003201,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
-50,x,,,,,27,1,109,0,1003.1879876670027,1004.1826059590021,1004.1826059590021,1004.1826059590021,1004.1826059590021,1004.1826059590021,1005.1803409170025,1005.1803409170025,x,1,0.4834768750006333,None,1,001,2023-10-17_22h30.59.890,MotorSequenceLearning,2023.1.3,None,
